run_id,checkpoint_index,checkpoint,basis_index,basis_label,energy,magnitude,probability,phase,feasible,exact_optimal
grover_global_p2_seed2601,0,Initial,218,01011011000000,74.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,219,11011011000000,64.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,220,00111011000000,113.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,221,10111011000000,103.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,222,01111011000000,117.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,223,11111011000000,119.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,224,00000111000000,84.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,225,10000111000000,74.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,226,01000111000000,64.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,227,11000111000000,66.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,228,00100111000000,103.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,229,10100111000000,105.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,230,01100111000000,95.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,231,11100111000000,109.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,232,00010111000000,85.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,233,10010111000000,63.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,234,01010111000000,77.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,235,11010111000000,67.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,236,00110111000000,104.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,237,10110111000000,94.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,238,01110111000000,108.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,239,11110111000000,110.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,240,00001111000000,124.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,241,10001111000000,102.0,0.0078125,6.103515625e-05,0.0,False,False
